overall size rank	monthly unique devices	mobile unique devices	monthly pageviews	mobile web pageviews	mobile app pageviews	unique devices per editor	monthly editors	majority mobile editors	monthly active editors	monthly active administrators	monthly new active editors	second month new editor retention	bot edits	monthly nonbot edits	mobile edits	visual edits	anonymous edits	revert rate	edits Gini coefficient	content pages	all time content edits	all time edits per content page	script direction	database code	project code	language code	language name	domain name	wiki name
389	24529.0833	0.3533	61058.3333	0.3561	0.0000	1672.4375	14.6667	0.0206	5.1667	2.8333	0.2500	0.0000	0.3111	274.9167	0.0085	0.1567	0.0297	0.0161	0.8982	1520	34015	22.3783	left-to-right	cswikibooks	wikibooks	cs	Czech	cs.wikibooks.org	Czech Wikibooks
390	57185.8333	0.2250	98375.1667	0.2236	0.0007	5915.7759	9.6667	0.0986	2.1667	1.8333	0.3333	0.0000	0.0804	102.9167	0.2202	0.2656	0.1231	0.1053	0.7733	1361	94040	69.0963	left-to-right	roa_rupwiki	wikipedia	rup	Aromanian	roa-rup.wikipedia.org	Aromanian Wikipedia
391	86096.4167	0.2478	158893.7500	0.2044	0.0004	9307.7207	9.2500	0.1566	1.4167	2.2500	0.0833	0.0000	0.0833	91.7500	0.0400	0.0291	0.0599	0.0173	0.8744	4115	38973	9.4710	left-to-right	stqwiki	wikipedia	stq	Saterland Frisian	stq.wikipedia.org	Saterland Frisian Wikipedia
392	104197.7500	0.8628	343808.3333	0.8429	0.0000	14539.2209	7.1667	0.2712	1.1667	0.7500	0.2500	0.0000	0.0627	78.4167	0.2742	0.0361	0.2869	0.0351	0.8481	106544	612401	5.7479	left-to-right	tewiktionary	wiktionary	te	Telugu	te.wiktionary.org	Telugu Wiktionary
393	35357.5000	0.5029	105193.2500	0.2858	0.0007	2926.1379	12.0833	0.1690	3.4167	1.3333	0.3333	0.0000	0.1373	334.5833	0.1893	0.0207	0.0371	0.0134	0.9086	2208	40131	18.1753	left-to-right	inhwiki	wikipedia	inh	Ingush	inh.wikipedia.org	Ingush Wikipedia
394	84724.3333	0.6841	219311.1667	0.7418	0.0000	9775.8846	8.6667	0.1711	1.4167	1.5833	0.0833	0.0000	0.0011	149.6667	0.1047	0.0156	0.1949	0.0980	0.8796	913	28001	30.6692	left-to-right	trwikibooks	wikibooks	tr	Turkish	tr.wikibooks.org	Turkish Wikibooks
395	40407.2500	0.4490	121161.1667	0.3756	0.0000	4329.3482	9.3333	0.0333	2.9167	0.7500	0.1667	0.0000	0.0000	2157.3333	0.0927	0.0000	0.1105	0.0079	0.9706	63690	133142	2.0905	left-to-right	iswiktionary	wiktionary	is	Icelandic	is.wiktionary.org	Icelandic Wiktionary
396	48688.5000	0.3655	126125.8333	0.2539	0.0005	4494.3231	10.8333	0.0854	2.4167	0.6667	0.0833	0.5000	0.0818	903.4167	0.0027	0.0687	0.0093	0.0058	0.9704	4628	24959	5.3930	left-to-right	mdfwiki	wikipedia	mdf	Moksha	mdf.wikipedia.org	Moksha Wikipedia
397	95108.0833	0.7631	271868.7500	0.5845	0.0010	8152.1214	11.6667	0.3208	1.1667	1.7500	0.4167	0.3333	0.2061	200.6667	0.5216	0.0332	0.0652	0.0407	0.9110	25086	120966	4.8221	left-to-right	bpywiki	wikipedia	bpy	Bishnupriya	bpy.wikipedia.org	Bishnupriya Wikipedia
398	18320.5000	0.3637	48353.3333	0.2724	0.0002	1188.3568	15.4167	0.4018	6.0000	2.7500	2.0000	0.0000	0.0098	761.0000	0.8689	0.0473	0.0438	0.0189	0.9313	961	22731	23.6535	left-to-right	kcgwiki	wikipedia	kcg	Tyap	kcg.wikipedia.org	Tyap Wikipedia
399	21100.8333	0.3588	69229.7500	0.3189	0.0000	1918.2576	11.0000	0.0769	5.1667	1.5833	0.1667	0.0000	0.0012	1190.6667	0.0059	0.0017	0.0203	0.0034	0.9263	31515	284799	9.0369	left-to-right	wawiktionary	wiktionary	wa	Walloon	wa.wiktionary.org	Walloon Wiktionary
400	43044.0833	0.5345	123883.9167	0.3142	0.0009	2853.7514	15.0833	0.0973	2.5000	1.9167	0.2500	0.0000	0.0216	268.0000	0.0351	0.0690	0.0457	0.0354	0.9019	5685	31415	5.5259	left-to-right	udmwiki	wikipedia	udm	Udmurt	udm.wikipedia.org	Udmurt Wikipedia
401	75500.7500	0.7283	178716.4167	0.7326	0.0000	10658.9294	7.0833	0.0714	1.4167	1.0000	0.2500	0.1667	0.1947	47.9167	0.1600	0.1374	0.2261	0.2070	0.7844	1439	20339	14.1341	left-to-right	elwikivoyage	wikivoyage	el	Greek	el.wikivoyage.org	Greek Wikivoyage
402	30532.5833	0.5695	63137.7500	0.4848	0.0000	2105.6954	14.5000	0.0968	3.4167	2.9167	0.1667	0.0000	0.0022	115.8333	0.0683	0.0029	0.2683	0.3331	0.8699	1536	19429	12.6491	left-to-right	svwikiquote	wikiquote	sv	Swedish	sv.wikiquote.org	Swedish Wikiquote
403	30849.1667	0.6592	99836.0000	0.4559	0.0000	2357.8981	13.0833	0.1524	3.3333	1.5000	1.0000	0.0000	0.0003	990.2500	0.0088	0.0013	0.0114	0.0075	0.9657	3745	20286	5.4168	left-to-right	srwikiquote	wikiquote	sr	Serbian	sr.wikiquote.org	Serbian Wikiquote
404	61649.0000	0.7417	133812.4167	0.6800	0.0000	5918.3040	10.4167	0.1026	1.6667	0.7500	0.3333	0.1000	0.1441	76.7500	0.1129	0.2204	0.1629	0.0565	0.7616	1023	21179	20.7028	left-to-right	ukwikivoyage	wikivoyage	uk	Ukrainian	uk.wikivoyage.org	Ukrainian Wikivoyage
405	41080.3333	0.5411	130499.9167	0.3156	0.0011	4880.8317	8.4167	0.0667	2.5000	1.4167	0.1667	1.0000	0.0126	520.5833	0.0101	0.0022	0.0136	0.0133	0.9656	22607	175541	7.7649	left-to-right	nvwiki	wikipedia	nv	Navajo	nv.wikipedia.org	Navajo Wikipedia
406	17673.1667	0.5028	54301.0833	0.3595	0.0172	1442.7075	12.2500	0.1212	5.6667	1.0833	0.0833	0.3333	0.0714	375.1667	0.0877	0.1068	0.0175	0.0135	0.9022	1905	35992	18.8934	left-to-right	mnwwiki	wikipedia	mnw	Mon	mnw.wikipedia.org	Mon Wikipedia
407	27784.5000	0.3914	64510.5833	0.3579	0.0035	1852.3000	15.0000	0.0758	3.5000	2.8333	1.5000	0.0000	0.0972	324.1667	0.0879	0.7375	0.0368	0.0344	0.9034	1299	13494	10.3880	left-to-right	tnwiki	wikipedia	tn	Tswana	tn.wikipedia.org	Tswana Wikipedia
408	38580.5000	0.4142	102503.2500	0.2932	0.0028	2615.6271	14.7500	0.0882	2.5000	1.4167	0.0833	0.0000	0.1664	75.1667	0.0443	0.0599	0.0942	0.0277	0.7730	3769	49535	13.1427	left-to-right	rmwiki	wikipedia	rm	Romansh	rm.wikipedia.org	Romansh Wikipedia
409	49925.3333	0.4507	130933.7500	0.3025	0.0027	3675.4847	13.5833	0.0833	1.9167	1.0833	0.1667	0.0000	0.1864	119.6667	0.0376	0.0599	0.0682	0.0348	0.8690	5525	32555	5.8923	left-to-right	kvwiki	wikipedia	kv	Komi	kv.wikipedia.org	Komi Wikipedia
410	32704.0833	0.6199	87558.9167	0.4643	0.0019	2885.6544	11.3333	0.3625	2.9167	0.9167	0.4167	0.1667	0.0533	278.5000	0.7454	0.0817	0.0464	0.0389	0.9251	6902	36495	5.2876	right-to-left	glkwiki	wikipedia	glk	Gilaki	glk.wikipedia.org	Gilaki Wikipedia
411	49464.3333	0.7518	128417.0833	0.6669	0.0000	7810.1579	6.3333	0.1515	1.9167	1.0833	0.0000	0.0000	0.0009	1074.5833	0.0021	0.0003	0.0054	0.0036	0.9562	15238	52403	3.4390	left-to-right	kawiktionary	wiktionary	ka	Georgian	ka.wiktionary.org	Georgian Wiktionary
412	73842.2500	0.7388	211158.5833	0.6818	0.0000	5403.0915	13.6667	0.1881	1.2500	1.5000	0.1667	0.0000	0.3277	89.2500	0.2633	0.0271	0.3352	0.0840	0.8256	56009	153863	2.7471	left-to-right	azwiktionary	wiktionary	az	Azerbaijani	az.wiktionary.org	Azerbaijani Wiktionary
413	44048.0000	0.4872	116614.6667	0.3118	0.0011	2872.6957	15.3333	0.1562	2.0833	1.3333	0.1667	0.0000	0.6540	111.9167	0.2941	0.1087	0.1787	0.0707	0.8358	5170	21925	4.2408	left-to-right	aywiki	wikipedia	ay	Aymara	ay.wikipedia.org	Aymara Wikipedia
414	23519.1667	0.3621	61514.6667	0.2828	0.0003	2850.8081	8.2500	0.0833	3.8333	0.6667	0.5000	0.0000	0.2197	302.1667	0.0066	0.7926	0.0135	0.0047	0.8722	2665	120773	45.3182	left-to-right	szywiki	wikipedia	szy	Sakizaya	szy.wikipedia.org	Sakizaya Wikipedia
415	38323.6667	0.5694	112065.0833	0.3283	0.0015	3621.1339	10.5833	0.1351	2.3333	1.2500	0.3333	0.0000	0.5021	118.3333	0.1746	0.0775	0.0655	0.0275	0.8545	4385	48671	11.0994	left-to-right	lezwiki	wikipedia	lez	Lezghian	lez.wikipedia.org	Lezghian Wikipedia
416	18931.7500	0.2527	38984.6667	0.2111	0.0002	1862.1393	10.1667	0.0435	4.6667	0.8333	0.6667	0.0000	0.1140	574.5833	0.0084	0.9629	0.0479	0.0093	0.8934	1146	97527	85.1021	left-to-right	trvwiki	wikipedia	trv	Taroko	trv.wikipedia.org	Seediq Wikipedia
417	25011.5000	0.5008	63767.5833	0.3476	0.0019	2014.3490	12.4167	0.2660	3.5000	2.1667	0.4167	0.0667	0.2146	229.4167	0.0356	0.1039	0.0450	0.0102	0.8919	2878	11851	4.1178	left-to-right	lgwiki	wikipedia	lg	Ganda	lg.wikipedia.org	Ganda Wikipedia
418	33616.8333	0.5803	94278.2500	0.5266	0.0062	2569.4395	13.0833	0.2973	2.5833	2.2500	0.5000	0.0909	0.0741	157.2500	0.5273	0.2581	0.0901	0.0217	0.8923	1916	11925	6.2239	left-to-right	xhwiki	wikipedia	xh	Xhosa	xh.wikipedia.org	Xhosa Wikipedia
419	64708.1667	0.2211	125432.5833	0.2157	0.0005	6811.3860	9.5000	0.1932	1.3333	1.6667	0.4167	0.3333	0.1682	140.1667	0.1112	0.0577	0.3983	0.0398	0.8843	3185	40384	12.6794	left-to-right	cbk_zamwiki	wikipedia	cbk-zam	Chavacano	cbk-zam.wikipedia.org	Chavacano de Zamboanga Wikipedia
420	57264.5000	0.8109	151299.1667	0.6613	0.0000	2887.2857	19.8333	0.2781	1.5000	3.0833	0.0000	0.0000	0.5506	105.8333	0.3709	0.0567	0.1598	0.1984	0.7739	831	26719	32.1528	right-to-left	arwikibooks	wikibooks	ar	Arabic	ar.wikibooks.org	Arabic Wikibooks
421	36396.5000	0.7325	98903.5833	0.6418	0.0000	1712.7765	21.2500	0.1129	2.3333	5.1667	0.0000	0.0000	0.0023	214.7500	0.0555	0.0097	0.1610	0.0136	0.9014	3362	22540	6.7043	left-to-right	azwikibooks	wikibooks	az	Azerbaijani	az.wikibooks.org	Azerbaijani Wikibooks
422	43739.5833	0.4979	132289.5000	0.2724	0.0023	2806.8182	15.5833	0.1364	1.9167	1.8333	0.2500	0.3333	0.3330	170.2500	0.2345	0.1062	0.0910	0.0259	0.8744	3424	21848	6.3808	left-to-right	avwiki	wikipedia	av	Avaric	av.wikipedia.org	Avaric Wikipedia
423	9439.9167	0.5470	34832.8333	0.5412	0.0000	781.2345	12.0833	0.0896	8.8333	0.7500	2.0000	0.0000	0.0011	663.4167	0.0196	0.0521	0.0067	0.0354	0.7624	3771	28805	7.6386	left-to-right	bclwiktionary	wiktionary	bcl	Central Bikol	bcl.wiktionary.org	Central Bikol Wiktionary
424	20257.6667	0.3795	53750.0833	0.2672	0.0009	1500.5679	13.5000	0.0354	4.0833	2.0833	1.5833	0.2857	0.0395	117.5833	0.0446	0.1283	0.1538	0.0305	0.7503	845	11330	13.4083	left-to-right	eewiki	wikipedia	ee	Ewe	ee.wikipedia.org	Ewe Wikipedia
425	51164.5000	0.6044	112875.3333	0.5719	0.0000	4205.3014	12.1667	0.2234	1.5833	1.1667	0.3333	0.0000	0.0140	64.3333	0.1075	0.0984	0.2358	0.1943	0.7906	3414	69450	20.3427	left-to-right	fiwikiquote	wikiquote	fi	Finnish	fi.wikiquote.org	Finnish Wikiquote
426	53351.5000	0.2911	109965.7500	0.2119	0.0005	7193.4607	7.4167	0.0469	1.5000	1.4167	0.5833	0.0000	0.1101	118.5833	0.0126	0.0091	0.0351	0.0148	0.8825	2899	9201	3.1739	left-to-right	zawiki	wikipedia	za	Zhuang	za.wikipedia.org	Zhuang Wikipedia
427	50179.9167	0.3717	129876.5000	0.2507	0.0011	2867.4238	17.5000	0.0784	1.5833	2.1667	0.0833	0.0000	0.0506	265.9167	0.0439	0.3253	0.0843	0.0307	0.9159	7898	28727	3.6372	left-to-right	miwiki	wikipedia	mi	Māori	mi.wikipedia.org	Maori Wikipedia
428	133578.0000	0.7484	316565.7500	0.6686	0.0000	21372.4800	6.2500	0.1458	0.5833	1.3333	0.0000	0.0000	0.0123	33.3333	0.3450	0.0650	0.4400	0.1725	0.7828	914770	9492	0.0104	left-to-right	shwiktionary	wiktionary	sh	Serbo-Croatian	sh.wiktionary.org	Serbo-Croatian Wiktionary
429	27311.1667	0.6050	61661.4167	0.4657	0.0000	1771.5351	15.4167	0.0909	2.8333	4.4167	0.7500	0.0000	0.0021	158.2500	0.2586	0.0037	0.3291	0.0974	0.8481	1057	18492	17.4948	left-to-right	jawikiquote	wikiquote	ja	Japanese	ja.wikiquote.org	Japanese Wikiquote
430	39805.5833	0.6444	110984.9167	0.5000	0.0014	2400.3367	16.5833	0.1597	1.9167	1.1667	0.3333	0.0000	0.2729	154.3333	0.1976	0.0373	0.0918	0.0405	0.8531	3411	30838	9.0408	left-to-right	dtywiki	wikipedia	dty	Doteli	dty.wikipedia.org	Doteli Wikipedia
431	25428.0000	0.4877	71855.5000	0.3402	0.0010	1860.5854	13.6667	0.0900	3.0000	1.4167	0.5833	0.1111	0.2821	185.3333	0.0499	0.0724	0.0535	0.0184	0.8720	3515	31548	8.9752	left-to-right	tyvwiki	wikipedia	tyv	Tuvinian	tyv.wikipedia.org	Tuvinian Wikipedia
432	36065.7500	0.8587	109203.8333	0.8055	0.0000	5548.5769	6.5000	0.2653	2.0833	0.6667	0.6667	0.0000	0.9456	194.0833	0.1069	0.0107	0.0842	0.0610	0.8893	61081	26946	0.4412	left-to-right	jvwiktionary	wiktionary	jv	Javanese	jv.wiktionary.org	Javanese Wiktionary
433	31687.8333	0.6121	90913.5000	0.5317	0.0000	4133.1957	7.6667	0.0233	2.3333	0.8333	0.0833	0.0000	0.0007	113.7500	0.0168	0.0007	0.2227	0.0593	0.8708	13101	108201	8.2590	left-to-right	fiwikisource	wikisource	fi	Finnish	fi.wikisource.org	Finnish Wikisource
434	17325.5833	0.5622	47998.3333	0.4184	0.0019	1230.2189	14.0833	0.3762	4.2500	2.3333	0.9167	0.1429	0.2124	270.3333	0.4621	0.1822	0.0453	0.0200	0.8950	6021	28577	4.7462	right-to-left	skrwiki	wikipedia	skr	Saraiki	skr.wikipedia.org	Saraiki Wikipedia
435	77328.5833	0.6675	218521.2500	0.3809	0.0006	6823.1103	11.3333	0.2347	0.9167	1.9167	0.3333	0.0000	0.0264	332.1667	0.0289	0.0226	0.0196	0.0088	0.9493	72337	51056	0.7058	left-to-right	newwiki	wikipedia	new	Newari	new.wikipedia.org	Newari Wikipedia
436	17340.7500	0.4876	54357.5000	0.3103	0.0036	1300.5562	13.3333	0.2987	4.0833	1.0833	0.4167	0.4000	0.2171	301.5000	0.7866	0.0296	0.0188	0.0080	0.9138	2639	21438	8.1235	left-to-right	blkwiki	wikipedia	blk	Pa'O	blk.wikipedia.org	Pa'O Wikipedia
437	45687.9167	0.7312	180563.0000	0.7669	0.0000	8182.9104	5.5833	0.2273	1.5000	0.7500	0.2500	0.0000	0.0024	68.1667	0.1479	0.0171	0.1822	0.0489	0.7905	16314	54484	3.3397	left-to-right	tlwiktionary	wiktionary	tl	Tagalog	tl.wiktionary.org	Tagalog Wiktionary
438	54558.4167	0.2203	100418.7500	0.1880	0.0004	6482.1881	8.4167	0.0789	1.2500	1.3333	0.1667	0.0000	0.0482	57.5833	0.0318	0.0318	0.0651	0.0434	0.8251	1630	22085	13.5491	left-to-right	novwiki	wikipedia	nov	Novial	nov.wikipedia.org	Novial Wikipedia
439	66380.4167	0.1684	123602.8333	0.2304	0.0003	7444.5327	8.9167	0.0741	1.0000	2.1667	0.2500	0.0000	0.0344	222.2500	0.3367	0.0420	0.0529	0.0304	0.9052	2565	34466	13.4370	left-to-right	pagwiki	wikipedia	pag	Pangasinan	pag.wikipedia.org	Pangasinan Wikipedia
440	10615.0833	0.5656	34351.5000	0.4687	0.0000	660.0052	16.0833	0.0758	6.2500	0.5000	2.2500	0.1190	0.0000	675.5833	0.1264	0.0090	0.0086	0.0107	0.8794	4636	51790	11.1713	left-to-right	banwikisource	wikisource	ban	Balinese	ban.wikisource.org	Balinese Wikisource
441	49197.0000	0.3806	110601.5833	0.2860	0.0062	6280.4681	7.8333	0.0984	1.3333	1.1667	0.0833	0.0000	0.0809	54.0000	0.4275	0.0802	0.1574	0.0957	0.8049	1901	21674	11.4014	right-to-left	arcwiki	wikipedia	arc	Aramaic	arc.wikipedia.org	Syriac Wikipedia
442	46234.0000	0.4091	111353.7500	0.2737	0.0009	6233.7978	7.4167	0.0656	1.4167	0.8333	0.3333	0.5000	0.0588	178.7500	0.6112	0.2625	0.2727	0.1282	0.9012	2087	15746	7.5448	left-to-right	krcwiki	wikipedia	krc	Karachay-Balkar	krc.wikipedia.org	Karachay-Balkar Wikipedia
443	77083.6667	0.6823	197213.3333	0.6524	0.0000	16228.1404	4.7500	0.1463	0.8333	0.6667	0.0833	0.0000	0.1271	115.0000	0.0551	0.0058	0.0920	0.0159	0.9097	33664	95438	2.8350	left-to-right	hrwiktionary	wiktionary	hr	Croatian	hr.wiktionary.org	Croatian Wiktionary
444	128002.0000	0.8290	350974.4167	0.8250	0.0000	18732.0000	6.8333	0.1316	0.5000	2.2500	0.0000	0.0000	0.0516	72.0000	0.3542	0.0405	0.4074	0.0648	0.8337	5820	75199	12.9208	left-to-right	kmwiktionary	wiktionary	km	Khmer	km.wiktionary.org	Khmer Wiktionary
445	21896.0000	0.2570	60872.1667	0.3189	0.0000	1375.6649	15.9167	0.0072	2.9167	3.1667	0.1667	0.0000	0.0000	109.6667	0.0190	0.1163	0.0661	0.0152	0.8457	2211	43978	19.8905	left-to-right	cawikibooks	wikibooks	ca	Catalan	ca.wikibooks.org	Catalan Wikibooks
446	44930.3333	0.3918	92085.8333	0.3359	0.0000	7488.3889	6.0000	0.0976	1.4167	0.4167	0.0000	0.0000	0.0029	86.7500	0.0163	0.0048	0.0154	0.0096	0.8902	5227	28196	5.3943	left-to-right	eowikiquote	wikiquote	eo	Esperanto	eo.wikiquote.org	Esperanto Wikiquote
447	31819.9167	0.3678	84945.4167	0.2371	0.0022	1533.4900	20.7500	0.0732	2.0000	3.3333	0.4167	0.0000	0.1191	89.3333	0.1091	0.2295	0.1698	0.0774	0.7276	2546	29578	11.6174	left-to-right	hawwiki	wikipedia	haw	Hawaiian	haw.wikipedia.org	Hawaiian Wikipedia
448	21042.0833	0.5098	65432.6667	0.4769	0.0000	3279.2857	6.4167	0.0227	3.0000	1.5000	0.1667	0.0000	0.6733	154.0000	0.0043	0.0000	0.0054	0.0022	0.8634	7433	102717	13.8191	left-to-right	nowikisource	wikisource	no	Norwegian	no.wikisource.org	Norwegian Wikisource
449	83603.3333	0.2566	153433.4167	0.2270	0.0007	11024.6154	7.5833	0.1129	0.7500	0.8333	0.0000	0.0000	0.0395	38.5000	0.1039	0.2035	0.1905	0.0390	0.7815	4940	30836	6.2421	left-to-right	nrmwiki	wikipedia	nrm	Norman	nrm.wikipedia.org	Nouormand Wikipedia
450	62269.7500	0.7227	150383.3333	0.6319	0.0000	6612.7168	9.4167	0.1266	1.0000	0.5833	0.1667	0.0000	0.0000	75.2500	0.5581	0.0089	0.5914	0.0897	0.8568	2318	60908	26.2761	left-to-right	bgwikiquote	wikiquote	bg	Bulgarian	bg.wikiquote.org	Bulgarian Wikiquote
451	35385.3333	0.6330	89858.9167	0.4603	0.0017	3343.4961	10.5833	0.1731	1.7500	1.0833	0.1667	1.0000	0.3218	115.9167	0.3508	0.1402	0.0647	0.0439	0.8489	3593	139754	38.8962	left-to-right	gomwiki	wikipedia	gom	Goan Konkani	gom.wikipedia.org	Goan Konkani Wikipedia
452	66535.5000	0.1978	111843.3333	0.1918	0.0006	7065.7168	9.4167	0.0964	0.9167	1.7500	0.2500	0.0000	0.0396	36.3333	0.1583	0.0550	0.2225	0.0872	0.7143	1370	11777	8.5964	left-to-right	tpiwiki	wikipedia	tpi	Tok Pisin	tpi.wikipedia.org	Tok Pisin Wikipedia
453	28002.5833	0.5333	74598.9167	0.3700	0.0024	2196.2810	12.7500	0.1474	2.1667	1.1667	0.2500	0.0000	0.1545	145.5000	0.4467	0.1380	0.0533	0.0309	0.8786	10289	38998	3.7903	left-to-right	mniwiki	wikipedia	mni	Manipuri	mni.wikipedia.org	Meitei Wikipedia
454	23463.4167	0.4160	79972.9167	0.3355	0.0000	2815.6100	8.3333	0.1129	2.5833	0.6667	0.2500	0.0000	0.0013	264.5000	0.0085	0.0038	0.0057	0.0038	0.9287	36427	110696	3.0388	left-to-right	lawiktionary	wiktionary	la	Latin	la.wiktionary.org	Latin Wiktionary
455	7230.9167	0.4441	28745.4167	0.3056	0.0000	464.0160	15.5833	0.0320	8.3333	0.5000	4.1667	0.0000	0.0004	1153.3333	0.1042	0.0051	0.0025	0.0096	0.8447	2250	30654	13.6240	left-to-right	jvwikisource	wikisource	jv	Javanese	jv.wikisource.org	Javanese Wikisource
456	47637.2500	0.3155	96419.4167	0.2401	0.0015	5716.4700	8.3333	0.1948	1.2500	1.8333	0.3333	0.0000	0.0838	59.2500	0.1702	0.1421	0.1027	0.0647	0.8113	1718	15660	9.1153	left-to-right	jamwiki	wikipedia	jam	Jamaican Creole English	jam.wikipedia.org	Jamaican Patois Wikipedia
457	7112.8333	0.5017	20422.1667	0.3323	0.0044	461.3730	15.4167	0.2292	8.2500	0.8333	0.3333	0.0000	0.0217	905.5000	0.2229	0.5233	0.0204	0.0083	0.8667	888	13599	15.3142	left-to-right	gurwiki	wikipedia	gur	Frafra	gur.wikipedia.org	Farefare Wikipedia
458	9640.2500	0.4997	42654.8333	0.2934	0.0000	850.6103	11.3333	0.0161	6.0833	1.1667	0.5833	0.5000	0.0013	1907.8333	0.0007	0.0000	0.0022	0.0066	0.9457	6499	69691	10.7233	left-to-right	eowikisource	wikisource	eo	Esperanto	eo.wikisource.org	Esperanto Wikisource
459	38903.0833	0.5201	82383.0833	0.4700	0.0000	2311.0743	16.8333	0.0318	1.5000	4.4167	0.0833	0.0065	0.0000	70.0833	0.1034	0.0048	0.1807	0.0725	0.7784	1365	28188	20.6505	left-to-right	huwikiquote	wikiquote	hu	Hungarian	hu.wikiquote.org	Hungarian Wikiquote
460	34687.4167	0.4765	106097.8333	0.4536	0.0000	2634.4873	13.1667	0.0263	1.6667	4.2500	0.2500	0.0141	0.0006	4011.3333	0.0010	0.0010	0.1793	0.0028	0.9757	49935	447232	8.9563	left-to-right	viwikibooks	wikibooks	vi	Vietnamese	vi.wikibooks.org	Vietnamese Wikibooks
461	13088.0833	0.3745	34053.4167	0.2690	0.0003	1353.9397	9.6667	0.0625	4.4167	1.0000	0.8333	0.0000	0.2367	228.9167	0.0036	0.6811	0.0175	0.0328	0.8268	2569	55770	21.7088	left-to-right	taywiki	wikipedia	tay	Atayal	tay.wikipedia.org	Atayal Wikipedia
462	23067.8333	0.4747	83367.0000	0.4888	0.0000	5649.2653	4.0833	0.0000	2.5000	0.5000	0.0000	0.0000	0.0003	632.1667	0.0000	0.0000	0.0016	0.0045	0.9230	9696	128593	13.2625	left-to-right	brwikisource	wikisource	br	Breton	br.wikisource.org	Breton Wikisource
463	10277.3333	0.4144	28277.9167	0.2714	0.0005	770.8000	13.3333	0.3302	5.5000	1.0833	1.0833	0.1579	0.0836	398.2500	0.1469	0.2888	0.0293	0.0268	0.8847	550	11802	21.4582	left-to-right	gucwiki	wikipedia	guc	Wayuu	guc.wikipedia.org	Wayuu Wikipedia
464	75360.0833	0.3383	146545.4167	0.3117	0.0013	7292.9113	10.3333	0.1176	0.7500	1.2500	0.0000	0.0000	0.1416	67.1667	0.1067	0.1377	0.3623	0.0471	0.8168	2809	19331	6.8818	left-to-right	gagwiki	wikipedia	gag	Gagauz	gag.wikipedia.org	Gagauz Wikipedia
465	21083.5833	0.2773	74163.1667	0.3052	0.0000	2720.4624	7.7500	0.1034	2.5000	0.5000	0.3333	1.0000	0.0040	2146.4167	0.0026	0.0019	0.0005	0.0096	0.9593	47418	61534	1.2977	left-to-right	mnwwiktionary	wiktionary	mnw	Mon	mnw.wiktionary.org	Mon Wiktionary
466	22544.0833	0.4593	57024.4167	0.3673	0.0000	3864.7000	5.8333	0.0000	2.3333	0.6667	0.3333	0.0000	0.4876	124.0000	0.0027	0.0081	0.0618	0.0827	0.8697	12752	46790	3.6692	left-to-right	napwikisource	wikisource	nap	Neapolitan	nap.wikisource.org	Neapolitan Wikisource
467	34990.5000	0.4861	72405.4167	0.4208	0.0000	3064.8613	11.4167	0.0930	1.5000	3.0000	0.2500	0.0000	0.0044	113.4167	0.0140	0.0051	0.0544	0.0206	0.8872	1150	48370	42.0609	left-to-right	nlwikiquote	wikiquote	nl	Dutch	nl.wikiquote.org	Dutch Wikiquote
468	36594.3333	0.5050	78093.6667	0.4454	0.0000	5855.0933	6.2500	0.0889	1.4167	1.1667	0.1667	0.0000	0.0113	328.6667	0.0094	0.0025	0.0129	0.0089	0.9502	4503	59228	13.1530	left-to-right	skwikiquote	wikiquote	sk	Slovak	sk.wikiquote.org	Slovak Wikiquote
469	11400.9167	0.5582	33351.7500	0.4472	0.0000	991.3841	11.5000	0.3571	4.5000	1.1667	0.1667	0.0000	0.0004	589.0000	0.1914	0.0376	0.0134	0.0396	0.8976	560	15539	27.7482	left-to-right	bnwikiquote	wikiquote	bn	Bangla	bn.wikiquote.org	Bengali Wikiquote
470	19460.4167	0.3570	70922.9167	0.2975	0.0000	2780.0595	7.0000	0.0488	2.5833	0.5000	0.1667	1.0000	0.0021	765.0000	0.0014	0.0001	0.2440	0.0041	0.9190	49636	245469	4.9454	left-to-right	brwiktionary	wiktionary	br	Breton	br.wiktionary.org	Breton Wiktionary
471	16247.0000	0.4496	52197.3333	0.2691	0.0025	1638.3529	9.9167	0.0545	3.0833	1.6667	0.3333	0.4000	0.1018	509.3333	0.0039	0.0033	0.0250	0.0154	0.9376	1094	34823	31.8309	left-to-right	altwiki	wikipedia	alt	Southern Altai	alt.wikipedia.org	Altai Wikipedia
472	13979.5000	0.3844	57801.5000	0.3281	0.0000	1823.4130	7.6667	0.1034	3.5000	1.7500	0.0000	0.0000	0.0004	3672.7500	0.0951	0.0005	0.4817	0.0030	0.9258	33389	234369	7.0193	left-to-right	lmowiktionary	wiktionary	lmo	Lombard	lmo.wiktionary.org	Lombard Wiktionary
473	17782.5000	0.6363	39571.3333	0.4874	0.0000	1198.8202	14.8333	0.1667	2.7500	2.0000	0.1667	0.0000	0.0067	196.8333	0.0669	0.0123	0.0732	0.0864	0.8860	291	31884	109.5670	left-to-right	thwikiquote	wikiquote	th	Thai	th.wikiquote.org	Thai Wikiquote
