overall size rank,monthly unique devices,mobile unique devices,monthly pageviews,mobile web pageviews,mobile app pageviews,unique devices per editor,monthly editors,majority mobile editors,monthly active editors,monthly active administrators,monthly new active editors,second month new editor retention,bot edits,monthly nonbot edits,mobile edits,visual edits,anonymous edits,revert rate,edits Gini coefficient,content pages,all time content edits,all time edits per content page,script direction,database code,project code,language code,language name,domain name,wiki name
381,94520.3333,0.1155,220154.9167,0.1310,0.0009,6001.2910,15.7500,0.1471,1.7500,1.9167,0.1667,0.0000,0.0386,761.0000,0.0125,0.0073,0.0173,0.0087,0.9631,15803,38729,2.4507,left-to-right,cdowiki,wikipedia,cdo,Min Dong Chinese,cdo.wikipedia.org,Min Dong Chinese Wikipedia
382,93286.8333,0.0758,164156.3333,0.1154,0.0013,5434.1845,17.1667,0.0890,1.7500,2.0000,0.2500,0.0000,0.5633,85.9167,0.1048,0.0601,0.1174,0.0718,0.7667,3622,70365,19.4271,left-to-right,ladwiki,wikipedia,lad,Ladino,lad.wikipedia.org,Ladino Wikipedia
383,53938.5833,0.1279,118668.9167,0.1819,0.0017,3204.2723,16.8333,0.0560,3.0000,1.2500,0.5000,0.0000,0.1016,181.2500,0.1195,0.0717,0.0520,0.0414,0.8581,3757,48940,13.0264,left-to-right,rmwiki,wikipedia,rm,Romansh,rm.wikipedia.org,Romansh Wikipedia
384,43498.7500,0.5209,126054.0833,0.5484,0.0000,3324.7452,13.0833,0.0860,3.6667,1.6667,1.6667,0.0000,0.0421,183.7500,0.0603,0.1932,0.1900,0.0544,0.8543,3976,86260,21.6952,left-to-right,ptwikivoyage,wikivoyage,pt,Portuguese,pt.wikivoyage.org,Portuguese Wikivoyage
385,33572.0000,0.1014,85300.7500,0.1966,0.0000,3197.3333,10.5000,0.0159,4.7500,0.7500,0.9167,0.6667,0.0043,1757.3333,0.0007,0.0000,0.0067,0.0019,0.9552,77258,389215,5.0379,left-to-right,glwiktionary,wiktionary,gl,Galician,gl.wiktionary.org,Galician Wiktionary
386,122299.2500,0.6780,245593.9167,0.6462,0.0000,24058.8689,5.0833,0.2093,1.2500,1.0833,0.0833,0.0000,0.0110,44.7500,0.2309,0.0130,0.2961,0.2235,0.8421,911604,9179,0.0101,left-to-right,shwiktionary,wiktionary,sh,Serbo-Croatian,sh.wiktionary.org,Serbo-Croatian Wiktionary
387,38155.6667,0.2797,90675.7500,0.3681,0.0000,3880.2373,9.8333,0.0652,4.0000,1.9167,0.1667,0.0000,0.0747,563.8333,0.0074,0.0003,0.0106,0.0077,0.9343,31236,65176,2.0866,left-to-right,skwiktionary,wiktionary,sk,Slovak,sk.wiktionary.org,Slovak Wiktionary
388,24851.9167,0.4673,84724.5833,0.3597,0.0000,1461.8775,17.0000,0.0182,6.0000,3.5833,0.2500,0.0000,0.0000,1257.2500,0.0274,0.0005,0.0093,0.0048,0.9527,12332,100716,8.1670,left-to-right,nlwikisource,wikisource,nl,Dutch,nl.wikisource.org,Dutch Wikisource
389,73355.4167,0.0960,126891.4167,0.1124,0.0004,6332.8417,11.5833,0.0943,2.0000,2.2500,0.1667,0.0000,0.0029,114.6667,0.0669,0.0349,0.0727,0.0632,0.8747,1403,11046,7.8731,left-to-right,biwiki,wikipedia,bi,Bislama,bi.wikipedia.org,Bislama Wikipedia
390,103128.0000,0.0518,162485.0000,0.1027,0.0005,9033.1095,11.4167,0.1165,1.4167,2.4167,0.1667,0.0000,0.0097,237.9167,0.0291,0.0168,0.0413,0.0158,0.9295,3127,39334,12.5788,left-to-right,cbk_zamwiki,wikipedia,cbk-zam,Chavacano,cbk-zam.wikipedia.org,Chavacano de Zamboanga Wikipedia
391,32045.0833,0.1051,63440.0000,0.1550,0.0028,2433.8038,13.1667,0.1852,4.5000,1.1667,0.4167,0.3333,0.4547,240.8333,0.2093,0.2180,0.0578,0.0844,0.9004,1322,22342,16.9002,left-to-right,shiwiki,wikipedia,shi,Tachelhit,shi.wikipedia.org,Tachelhit Wikipedia
392,90323.4167,0.0656,137687.5833,0.0897,0.0006,9853.4636,9.1667,0.0370,1.5833,2.6667,0.5000,0.0000,0.0110,67.5000,0.1988,0.0852,0.5457,0.0568,0.8156,896,10808,12.0625,left-to-right,pihwiki,wikipedia,pih,Norfuk-Pitkern,pih.wikipedia.org,Norfuk / Pitkern Wikipedia
393,121240.4167,0.0301,172781.8333,0.0590,0.0002,11925.2869,10.1667,0.0778,1.1667,1.6667,0.3333,0.0000,0.2148,91.6667,0.0482,0.0727,0.0709,0.0364,0.8567,1527,21480,14.0668,left-to-right,novwiki,wikipedia,nov,Novial,nov.wikipedia.org,Novial Wikipedia
394,45110.0000,0.1548,80604.0833,0.1889,0.0017,3492.3871,12.9167,0.1560,3.0833,1.5000,0.5833,0.0870,0.0009,88.6667,0.1570,0.1212,0.0996,0.0367,0.7494,1766,9855,5.5804,left-to-right,lgwiki,wikipedia,lg,Ganda,lg.wikipedia.org,Ganda Wikipedia
395,32566.9167,0.8224,75846.4167,0.7213,0.0000,2640.5608,12.3333,0.4054,4.2500,1.0833,0.4167,0.0000,0.1273,151.4167,0.3974,0.0424,0.0782,0.0550,0.8149,991,20169,20.3522,left-to-right,bnwikivoyage,wikivoyage,bn,Bangla,bn.wikivoyage.org,Bengali Wikivoyage
396,71646.9167,0.0569,115762.3333,0.0956,0.0005,7676.4554,9.3333,0.1125,1.9167,1.8333,0.5000,0.0000,0.0749,69.0000,0.1908,0.1111,0.1123,0.0568,0.7815,1071,11353,10.6004,left-to-right,smwiki,wikipedia,sm,Samoan,sm.wikipedia.org,Samoan Wikipedia
397,43362.9167,0.0646,82297.5833,0.0997,0.0003,3115.8982,13.9167,0.0729,3.1667,2.0000,0.2500,0.3333,0.0065,1633.4167,0.0387,0.1261,0.0330,0.0109,0.9666,8088,19419,2.4010,left-to-right,tumwiki,wikipedia,tum,Tumbuka,tum.wikipedia.org,Tumbuka Wikipedia
398,49745.6667,0.4747,107510.0000,0.4828,0.0000,3927.2895,12.6667,0.1042,2.7500,1.8333,0.6667,0.0000,0.0074,133.5833,0.0312,0.0399,0.1092,0.0611,0.8539,3407,68851,20.2087,left-to-right,fiwikiquote,wikiquote,fi,Finnish,fi.wikiquote.org,Finnish Wikiquote
399,116971.6667,0.8394,223899.0833,0.7966,0.0000,6589.9531,17.7500,0.2222,1.1667,1.7500,0.0833,0.0357,0.4047,122.5833,0.1278,0.0523,0.1829,0.1115,0.8002,798,10069,12.6178,right-to-left,arwikiversity,wikiversity,ar,Arabic,ar.wikiversity.org,Arabic Wikiversity
400,90965.0000,0.7271,211058.8333,0.7500,0.0000,12404.3182,7.3333,0.2830,1.5000,0.8333,0.0000,0.0000,0.0239,98.5000,0.2183,0.0550,0.2090,0.0812,0.8834,131130,106541,0.8125,left-to-right,mlwiktionary,wiktionary,ml,Malayalam,ml.wiktionary.org,Malayalam Wiktionary
401,55409.1667,0.2671,119537.7500,0.3207,0.0000,5154.3411,10.7500,0.0597,2.4167,2.5000,0.0833,0.0000,0.0052,95.5833,0.0497,0.0070,0.2511,0.0253,0.8391,39081,97991,2.5074,left-to-right,dawiktionary,wiktionary,da,Danish,da.wiktionary.org,Danish Wiktionary
402,145091.9167,0.0443,217691.6667,0.0723,0.0003,13190.1742,11.0000,0.0510,0.9167,1.4167,0.1667,0.0000,0.0481,115.5000,0.0512,0.0144,0.0772,0.0483,0.8886,4080,38018,9.3181,left-to-right,stqwiki,wikipedia,stq,Saterland Frisian,stq.wikipedia.org,Saterland Frisian Wikipedia
403,88345.5000,0.6018,276524.6667,0.6945,0.0000,10601.4600,8.3333,0.1176,1.5000,1.7500,0.1667,0.0000,0.0034,98.4167,0.0567,0.0102,0.4945,0.0262,0.8797,22521,106668,4.7364,left-to-right,afwiktionary,wiktionary,af,Afrikaans,af.wiktionary.org,Afrikaans Wiktionary
404,23732.8333,0.0880,68388.0000,0.2230,0.0000,1825.6026,13.0000,0.1250,5.5833,0.8333,0.0833,0.0000,0.1862,1055.0000,0.0033,0.0002,0.0093,0.0078,0.9487,65900,149781,2.2729,left-to-right,ocwiktionary,wiktionary,oc,Occitan,oc.wiktionary.org,Occitan Wiktionary
405,92439.4167,0.1395,158346.4167,0.2444,0.0011,10084.3000,9.1667,0.1047,1.4167,1.3333,0.0833,0.0000,0.1888,77.3333,0.1196,0.0700,0.4946,0.1649,0.8288,1338,13683,10.2265,left-to-right,tetwiki,wikipedia,tet,Tetum,tet.wikipedia.org,Tetum Wikipedia
406,21324.9167,0.6766,110645.3333,0.4571,0.0000,1650.9613,12.9167,0.0380,5.8333,2.9167,0.8333,0.1667,0.0032,5516.0000,0.0193,0.0000,0.0039,0.0073,0.9674,11531,96078,8.3321,left-to-right,bewikisource,wikisource,be,Belarusian,be.wikisource.org,Belarusian Wikisource
407,56899.4167,0.6374,140738.0000,0.5054,0.0000,5057.7259,11.2500,0.1744,2.1667,0.5000,0.3333,0.0769,0.0000,122.9167,0.1512,0.1356,0.1966,0.0461,0.8712,2429,140667,57.9115,right-to-left,hewikivoyage,wikivoyage,he,Hebrew,he.wikivoyage.org,Hebrew Wikivoyage
408,30723.7500,0.4523,90334.7500,0.3324,0.0000,1434.5720,21.4167,0.0437,4.0000,6.0833,0.9167,0.0000,0.0039,168.4167,0.0816,0.0010,0.1094,0.0876,0.8605,1516,18139,11.9650,left-to-right,svwikiquote,wikiquote,sv,Swedish,sv.wikiquote.org,Swedish Wikiquote
409,55092.2500,0.6213,303902.7500,0.8430,0.0000,9581.2609,5.7500,0.1667,2.1667,0.6667,0.0000,0.0000,0.0012,406.4167,0.0088,0.0008,0.0100,0.0174,0.9435,11775,40390,3.4301,left-to-right,kawiktionary,wiktionary,ka,Georgian,ka.wiktionary.org,Georgian Wiktionary
410,64538.0833,0.1425,132906.9167,0.1747,0.0012,3911.3990,16.5000,0.0769,1.8333,2.2500,0.0833,0.0000,0.0059,99.0833,0.0824,0.0656,0.1421,0.0614,0.7892,5034,20743,4.1206,left-to-right,aywiki,wikipedia,ay,Aymara,ay.wikipedia.org,Aymara Wikipedia
411,34677.6667,0.8958,105590.8333,0.7989,0.0000,3128.8120,11.0833,0.0909,3.3333,0.7500,1.2500,0.0000,0.0028,270.0833,0.0244,0.0019,0.0219,0.0105,0.8649,7295,148298,20.3287,left-to-right,knwikisource,wikisource,kn,Kannada,kn.wikisource.org,Kannada Wikisource
412,35084.5833,0.3571,93865.3333,0.3533,0.0000,2004.8333,17.5000,0.1022,3.2500,3.9167,0.2500,0.0333,0.0033,6906.4167,0.0021,0.0039,0.2373,0.0124,0.9806,30011,400131,13.3328,left-to-right,viwikibooks,wikibooks,vi,Vietnamese,vi.wikibooks.org,Vietnamese Wikibooks
413,48832.5833,0.4626,167912.5833,0.4048,0.0068,3292.0843,14.8333,0.1349,2.3333,1.7500,0.4167,0.0625,0.0056,117.7500,0.1026,0.1146,0.1868,0.0439,0.8303,6248,34637,5.5437,left-to-right,bowiki,wikipedia,bo,Tibetan,bo.wikipedia.org,Tibetan Wikipedia
414,53606.3333,0.0782,114742.9167,0.1288,0.0008,4594.8286,11.6667,0.0658,2.0833,1.0000,0.0000,0.0000,0.0174,668.1667,0.0030,0.0021,0.0621,0.0059,0.9651,2608,16713,6.4084,left-to-right,mdfwiki,wikipedia,mdf,Moksha,mdf.wikipedia.org,Moksha Wikipedia
415,51315.8333,0.0448,83423.6667,0.0949,0.0002,6157.9000,8.3333,0.0500,2.1667,0.7500,0.1667,0.0000,0.0208,204.2500,0.0041,0.2497,0.0922,0.0163,0.8738,2485,117240,47.1791,left-to-right,szywiki,wikipedia,szy,Sakizaya,szy.wikipedia.org,Sakizaya Wikipedia
416,87839.3333,0.2651,192375.3333,0.4609,0.0057,7693.9562,11.4167,0.3818,1.2500,1.8333,0.7500,0.0000,0.0305,113.7500,0.2718,0.2242,0.2821,0.0432,0.8257,1175,15013,12.7770,left-to-right,omwiki,wikipedia,om,Oromo,om.wikipedia.org,Oromo Wikipedia
417,32437.6667,0.2283,78137.5000,0.2700,0.0000,2150.5635,15.0833,0.1064,3.3333,0.9167,0.2500,0.0000,0.0000,138.4167,0.0530,0.0771,0.0584,0.0903,0.8326,4251,101475,23.8709,left-to-right,nlwikivoyage,wikivoyage,nl,Dutch,nl.wikivoyage.org,Dutch Wikivoyage
418,58471.4167,0.7494,131788.3333,0.6980,0.0000,2551.4800,22.9167,0.2667,1.8333,2.2500,0.2500,0.0000,0.3288,242.2500,0.0960,0.0337,0.0771,0.0495,0.8703,824,26171,31.7609,right-to-left,arwikibooks,wikibooks,ar,Arabic,ar.wikibooks.org,Arabic Wikibooks
419,157078.1667,0.0372,207058.5000,0.0582,0.0004,19234.0612,8.1667,0.0822,0.6667,1.2500,0.1667,0.0000,0.0262,65.0833,0.0730,0.0461,0.1178,0.0294,0.8452,1352,11444,8.4645,left-to-right,tpiwiki,wikipedia,tpi,Tok Pisin,tpi.wikipedia.org,Tok Pisin Wikipedia
420,28682.3333,0.3872,71319.8333,0.4096,0.0043,1912.1556,15.0000,0.1148,3.5833,2.3333,0.9167,0.0833,0.0019,477.0000,0.6464,0.1005,0.1434,0.0421,0.9354,1009,9744,9.6571,left-to-right,tnwiki,wikipedia,tn,Tswana,tn.wikipedia.org,Tswana Wikipedia
421,35837.5000,0.5347,84899.6667,0.4851,0.0000,2925.5102,12.2500,0.1667,2.8333,1.7500,0.4167,0.0667,0.0020,251.5000,0.0606,0.3340,0.0918,0.1335,0.8884,1918,29999,15.6408,left-to-right,viwikivoyage,wikivoyage,vi,Vietnamese,vi.wikivoyage.org,Vietnamese Wikivoyage
422,48397.8333,0.0983,110934.8333,0.1289,0.0005,3498.6386,13.8333,0.0948,2.0833,1.6667,0.2500,0.0000,0.0024,70.0000,0.2726,0.0536,0.1405,0.1607,0.7416,3925,23091,5.8831,left-to-right,mwlwiki,wikipedia,mwl,Mirandese,mwl.wikipedia.org,Mirandese Wikipedia
423,54410.0833,0.0362,68583.5833,0.0777,0.0000,10882.0167,5.0000,0.0270,1.8333,0.5000,0.7500,0.0000,0.0000,66.8333,0.0162,0.0511,0.1633,0.0362,0.6677,507,22771,44.9132,left-to-right,iswikibooks,wikibooks,is,Icelandic,is.wikibooks.org,Icelandic Wikibooks
424,23891.2500,0.3059,112247.8333,0.2110,0.0033,1219.9787,19.5833,0.0887,4.1667,2.1667,0.3333,0.5000,0.3024,352.0000,0.0161,0.0279,0.0284,0.0215,0.9283,7777,45778,5.8863,left-to-right,myvwiki,wikipedia,myv,Erzya,myv.wikipedia.org,Erzya Wikipedia
425,48644.2500,0.6824,114608.7500,0.5877,0.0000,4455.9618,10.9167,0.0964,2.0000,1.1667,0.3333,0.0000,0.0058,100.1667,0.5874,0.0017,0.6206,0.0208,0.8686,2313,60060,25.9663,left-to-right,bgwikiquote,wikiquote,bg,Bulgarian,bg.wikiquote.org,Bulgarian Wikiquote
426,49500.7500,0.1882,78953.3333,0.2751,0.0000,6674.2584,7.4167,0.0926,1.9167,2.1667,0.2500,0.0000,0.0000,87.8333,0.0171,0.0009,0.1546,0.0247,0.8347,1063,24928,23.4506,left-to-right,ukwikibooks,wikibooks,uk,Ukrainian,uk.wikibooks.org,Ukrainian Wikibooks
427,36299.6667,0.4617,80908.8333,0.4243,0.0000,1447.1628,25.0833,0.0348,2.5833,5.0833,0.1667,0.0095,0.0021,232.7500,0.0430,0.0143,0.1267,0.0311,0.8958,1361,27524,20.2234,left-to-right,huwikiquote,wikiquote,hu,Hungarian,hu.wikiquote.org,Hungarian Wikiquote
428,34120.4167,0.2468,95307.7500,0.2815,0.0000,5054.8765,6.7500,0.0698,2.6667,1.1667,0.0833,0.0000,0.0000,1559.1667,0.0056,0.0002,0.0858,0.0030,0.9537,47600,107349,2.2552,left-to-right,iswiktionary,wiktionary,is,Icelandic,is.wiktionary.org,Icelandic Wiktionary
429,90123.1667,0.1015,108249.5833,0.1515,0.0000,27036.9500,3.3333,0.0588,1.0000,0.1667,0.0000,0.0000,0.0059,42.2500,0.0197,0.0000,0.0394,0.0217,0.8712,267,16449,61.6067,left-to-right,ltwikibooks,wikibooks,lt,Lithuanian,lt.wikibooks.org,Lithuanian Wikibooks
430,56500.7500,0.4247,160466.6667,0.2952,0.0024,4084.3916,13.8333,0.0924,1.5833,1.6667,0.6667,0.0000,0.0629,134.0000,0.1592,0.1070,0.3800,0.0628,0.8510,6584,29971,4.5521,left-to-right,ganwiki,wikipedia,gan,Gan Chinese,gan.wikipedia.org,Gan Chinese Wikipedia
431,23400.9167,0.5073,68920.0833,0.3747,0.0021,1604.6343,14.5833,0.3173,3.6667,1.7500,0.4167,0.3333,0.1274,197.0000,0.5960,0.1696,0.0533,0.0427,0.8856,6491,34353,5.2924,right-to-left,glkwiki,wikipedia,glk,Gilaki,glk.wikipedia.org,Gilaki Wikipedia
432,46246.5000,0.0853,91482.8333,0.1212,0.0020,3603.6234,12.8333,0.1327,1.8333,2.5833,0.5000,0.0000,0.0351,64.0833,0.1417,0.1664,0.2120,0.1105,0.7254,2476,28652,11.5719,left-to-right,hawwiki,wikipedia,haw,Hawaiian,haw.wikipedia.org,Hawaiian Wikipedia
433,10635.0833,0.7400,54202.2500,0.4860,0.0000,828.7078,12.8333,0.0270,7.8333,1.0000,0.5000,0.5000,0.0296,1165.5833,0.0014,0.0003,0.0041,0.0042,0.8570,1671,127741,76.4458,left-to-right,pawikisource,wikisource,pa,Punjabi,pa.wikisource.org,Punjabi Wikisource
434,52340.6667,0.6487,171562.7500,0.4379,0.0015,3630.5665,14.4167,0.3301,1.5833,2.1667,0.3333,0.0000,0.4456,221.8333,0.1390,0.0676,0.0778,0.0548,0.9107,25086,119189,4.7512,left-to-right,bpywiki,wikipedia,bpy,Bishnupriya,bpy.wikipedia.org,Bishnupriya Wikipedia
435,88512.0000,0.0484,137072.3333,0.0879,0.0006,12208.5517,7.2500,0.0870,0.9167,1.4167,0.0833,0.0000,0.1727,43.9167,0.2713,0.1594,0.2770,0.0512,0.7770,1304,17426,13.3635,left-to-right,jbowiki,wikipedia,jbo,Lojban,jbo.wikipedia.org,Lojban Wikipedia
436,74778.4167,0.0772,124526.7500,0.1275,0.0016,9546.1809,7.8333,0.1449,1.0833,2.2500,0.5833,0.0000,0.0789,49.5833,0.2050,0.1529,0.1613,0.0487,0.7412,727,7373,10.1417,left-to-right,tswiki,wikipedia,ts,Tsonga,ts.wikipedia.org,Tsonga Wikipedia
437,41891.3333,0.3283,106594.6667,0.4272,0.0064,2792.7556,15.0000,0.2206,1.9167,2.9167,0.7500,0.0667,0.0464,70.2500,0.3013,0.2408,0.4009,0.1079,0.7321,1247,10407,8.3456,left-to-right,xhwiki,wikipedia,xh,Xhosa,xh.wikipedia.org,Xhosa Wikipedia
438,79178.2500,0.5798,166754.5833,0.5762,0.0000,11730.1111,6.7500,0.0667,1.0000,0.8333,0.0833,0.0000,0.0014,58.5833,0.1764,0.0270,0.2432,0.1266,0.8188,32868,94129,2.8638,left-to-right,hrwiktionary,wiktionary,hr,Croatian,hr.wiktionary.org,Croatian Wiktionary
439,34706.5000,0.3427,71407.0000,0.3739,0.0000,3621.5478,9.5833,0.1139,2.2500,0.6667,0.8333,0.0000,0.0053,201.5000,0.0269,0.0021,0.0294,0.0248,0.9214,2890,57223,19.8003,left-to-right,ltwikiquote,wikiquote,lt,Lithuanian,lt.wikiquote.org,Lithuanian Wikiquote
440,29246.5833,0.7460,83956.0833,0.5995,0.0000,1462.3292,20.0000,0.4000,2.6667,1.1667,0.5000,0.0000,0.0058,243.2500,0.2607,0.1240,0.1823,0.0425,0.8795,8669,51074,5.8916,right-to-left,fawikivoyage,wikivoyage,fa,Persian,fa.wikivoyage.org,Persian Wikivoyage
441,116443.3333,0.0350,180818.8333,0.0639,0.0003,15700.2247,7.4167,0.1143,0.6667,0.9167,0.1667,0.3333,0.0062,93.9167,0.0790,0.0177,0.1242,0.1020,0.8904,2395,7952,3.3203,left-to-right,zawiki,wikipedia,za,Zhuang,za.wikipedia.org,Zhuang Wikipedia
442,28670.6667,0.6900,61284.3333,0.5873,0.0000,1954.8182,14.6667,0.0800,2.6667,2.5000,0.5000,0.0000,0.0015,548.3333,0.2939,0.1819,0.1549,0.0836,0.9347,28,30530,1090.3571,left-to-right,thwikiquote,wikiquote,th,Thai,th.wikiquote.org,Thai Wikiquote
443,35202.5000,0.2240,111124.9167,0.2055,0.0019,2427.7586,14.5000,0.1313,2.1667,1.4167,0.0000,0.0000,0.2055,238.4167,0.0234,0.0112,0.0370,0.0175,0.9191,5496,31919,5.8077,left-to-right,kvwiki,wikipedia,kv,Komi,kv.wikipedia.org,Komi Wikipedia
444,11982.5000,0.3427,65448.2500,0.3105,0.0000,1005.5245,11.9167,0.0714,6.3333,2.4167,0.7500,0.4576,0.0002,440.4167,0.0093,0.0044,0.0324,0.0174,0.8056,9425,102552,10.8808,left-to-right,cawikisource,wikisource,ca,Catalan,ca.wikisource.org,Catalan Wikisource
445,16698.0833,0.6741,54738.0000,0.4734,0.0000,1401.2378,11.9167,0.0485,4.5000,0.5833,2.0000,0.0000,0.0007,566.6667,0.0141,0.0085,0.0197,0.0082,0.9352,3012,12054,4.0020,left-to-right,srwikiquote,wikiquote,sr,Serbian,sr.wikiquote.org,Serbian Wikiquote
446,112637.3333,0.0815,181015.0000,0.1177,0.0002,12872.8381,8.7500,0.1216,0.6667,1.2500,0.0000,0.0000,0.3837,44.1667,0.1000,0.1019,0.2585,0.1415,0.7817,2061,14126,6.8540,left-to-right,krcwiki,wikipedia,krc,Karachay-Balkar,krc.wikipedia.org,Karachay-Balkar Wikipedia
447,20415.0833,0.3128,81346.3333,0.2054,0.0010,1655.2770,12.3333,0.1538,3.4167,2.0833,0.0833,0.0000,0.0279,980.3333,0.1934,0.0033,0.0090,0.0101,0.9474,2144,37842,17.6502,left-to-right,inhwiki,wikipedia,inh,Ingush,inh.wikipedia.org,Ingush Wikipedia
448,25363.0833,0.2843,90663.2500,0.2304,0.0028,2070.4558,12.2500,0.1505,2.7500,1.7500,0.5000,0.0000,0.0040,313.5000,0.0973,0.1414,0.2129,0.0510,0.9343,3022,30135,9.9719,right-to-left,dvwiki,wikipedia,dv,Divehi,dv.wikipedia.org,Divehi Wikipedia
449,38554.6667,0.1201,78786.0000,0.1772,0.0000,5642.1463,6.8333,0.0444,1.7500,0.5000,0.0000,0.0000,0.0028,647.5000,0.0023,0.0000,0.0057,0.0064,0.9486,5175,27357,5.2864,left-to-right,eowikiquote,wikiquote,eo,Esperanto,eo.wikiquote.org,Esperanto Wikiquote
450,47589.8333,0.0969,91137.9167,0.1188,0.0005,4719.6529,10.0833,0.1429,1.4167,2.0833,0.3333,0.0000,0.0031,52.8333,0.0804,0.1767,0.1088,0.0615,0.7817,635,5653,8.9024,left-to-right,sswiki,wikipedia,ss,Swati,ss.wikipedia.org,Swati Wikipedia
451,71291.1667,0.0548,110450.2500,0.0854,0.0005,8641.3535,8.2500,0.1266,0.9167,1.4167,0.0833,0.0000,0.0676,34.5000,0.2101,0.0870,0.1836,0.0676,0.7061,1261,7703,6.1086,left-to-right,kgwiki,wikipedia,kg,Kongo,kg.wikipedia.org,Kongo Wikipedia
452,13178.9167,0.3156,61431.5000,0.2487,0.0055,775.2304,17.0000,0.3158,4.9167,2.2500,0.5833,0.3333,0.2506,1127.7500,0.5828,0.0629,0.0153,0.0254,0.9507,2668,19844,7.4378,right-to-left,kswiki,wikipedia,ks,Kashmiri,ks.wikipedia.org,Kashmiri Wikipedia
453,27699.3333,0.1439,77108.5833,0.1580,0.0013,2890.3652,9.5833,0.1429,2.3333,1.6667,0.1667,0.0000,0.0395,307.9167,0.0501,0.3545,0.0271,0.0217,0.8999,15824,26894,1.6996,left-to-right,bugwiki,wikipedia,bug,Buginese,bug.wikipedia.org,Buginese Wikipedia
454,26692.5000,0.3410,51183.1667,0.3644,0.0000,2859.9107,9.3333,0.1392,2.4167,0.3333,0.6667,0.0000,0.0000,60.7500,0.0809,0.0027,0.0302,0.0110,0.7820,2139,17801,8.3221,left-to-right,hrwikiquote,wikiquote,hr,Croatian,hr.wikiquote.org,Croatian Wikiquote
455,40484.0833,0.6696,89013.6667,0.6202,0.0000,3495.0288,11.5833,0.0160,1.5833,0.8333,1.2500,0.0000,0.0185,53.1667,0.0987,0.0141,0.2947,0.1223,0.6701,445,9052,20.3416,left-to-right,elwikiversity,wikiversity,el,Greek,el.wikiversity.org,Greek Wikiversity
456,24023.0000,0.3990,96083.7500,0.2283,0.0012,1779.4815,13.5000,0.1122,2.6667,1.6667,0.0833,0.0000,0.0171,480.0000,0.0191,0.0115,0.0141,0.0260,0.9529,4310,47898,11.1132,left-to-right,lezwiki,wikipedia,lez,Lezghian,lez.wikipedia.org,Lezghian Wikipedia
457,24613.9167,0.3603,120512.5833,0.1690,0.0018,1413.2392,17.4167,0.1221,2.5833,1.4167,0.0833,0.0000,0.0317,389.4167,0.0233,0.1355,0.0285,0.0315,0.9476,2773,29742,10.7256,left-to-right,bxrwiki,wikipedia,bxr,Russia Buriat,bxr.wikipedia.org,Buryat Wikipedia
458,69345.3333,0.5616,146645.5000,0.5939,0.0000,14347.3103,4.8333,0.1750,0.9167,0.9167,0.0000,0.0000,0.0128,51.3333,0.1867,0.0633,0.3604,0.0909,0.8283,10101,90902,8.9993,left-to-right,sqwiktionary,wiktionary,sq,Albanian,sq.wiktionary.org,Albanian Wiktionary
459,31613.0833,0.1390,69872.4167,0.1438,0.0013,1986.1623,15.9167,0.1118,2.0000,2.8333,0.5000,0.0909,0.0513,206.5833,0.2013,0.2763,0.1226,0.0460,0.8862,1014,6839,6.7446,left-to-right,nywiki,wikipedia,ny,Nyanja,ny.wikipedia.org,Nyanja Wikipedia
460,107588.9167,0.0853,173613.1667,0.1171,0.0024,11844.6514,9.0833,0.1136,0.5833,1.9167,0.0000,0.0000,0.0046,413.2500,0.0093,0.0159,0.0175,0.0157,0.9613,2936,75582,25.7432,left-to-right,kshwiki,wikipedia,ksh,Colognian,ksh.wikipedia.org,Colognian Wikipedia
461,28919.7500,0.3607,105122.0833,0.2154,0.0011,2155.5093,13.4167,0.1236,2.1667,1.5000,0.1667,0.0000,0.0706,200.6667,0.0274,0.0183,0.0519,0.0303,0.9111,5460,29692,5.4381,left-to-right,udmwiki,wikipedia,udm,Udmurt,udm.wikipedia.org,Udmurt Wikipedia
462,18552.5833,0.1319,60293.0000,0.2787,0.0000,2368.4149,7.8333,0.0750,3.2500,1.8333,0.0000,0.0000,0.0095,573.5000,0.0121,0.0001,0.0134,0.0041,0.9353,29337,271337,9.2490,left-to-right,wawiktionary,wiktionary,wa,Walloon,wa.wiktionary.org,Walloon Wiktionary
463,39912.2500,0.1152,85866.0000,0.1375,0.0018,4238.4690,9.4167,0.0449,1.5000,1.9167,0.6667,0.0000,0.0012,69.5000,0.1835,0.0384,0.2374,0.0767,0.7701,787,7501,9.5311,left-to-right,bmwiki,wikipedia,bm,Bambara,bm.wikipedia.org,Bambara Wikipedia
464,33789.1667,0.0589,71510.0000,0.1905,0.0000,6051.7910,5.5833,0.0312,1.7500,0.5833,0.0000,0.0000,0.0034,97.0833,0.0094,0.0000,0.1751,0.0103,0.8171,54661,34773,0.6362,left-to-right,euwiktionary,wiktionary,eu,Basque,eu.wiktionary.org,Basque Wiktionary
465,35451.0833,0.2106,99978.6667,0.1916,0.0057,4385.7010,8.0833,0.0952,1.6667,1.2500,0.0833,0.0000,0.0040,61.5000,0.4173,0.4092,0.0705,0.0528,0.8326,1883,21107,11.2092,right-to-left,arcwiki,wikipedia,arc,Aramaic,arc.wikipedia.org,Syriac Wikipedia
